teams,value
"[4646, 5847, 4174, 695, 4143, 111, 3061, 3928]",39
"[4143, 5847, 4646, 4174, 2530, 3928, 111, 4663]",39
"[4143, 4646, 5847, 3928, 3061, 4174, 2530, 695]",39
"[4143, 5847, 4646, 3061, 3928, 695, 4663, 4174]",39
"[4143, 5847, 111, 4174, 3928, 4646, 4663, 3061]",39
"[5847, 4143, 4646, 111, 3928, 3061, 695, 2220]",39
"[4143, 5847, 4646, 3928, 3061, 4174, 2530, 111]",39
"[4143, 5847, 4174, 3928, 4646, 3061, 4663, 2220]",39
"[5847, 4646, 2530, 4143, 3928, 4174, 111, 3061]",39
"[4143, 4174, 4646, 5847, 2530, 3928, 111, 3061]",39
"[4143, 5847, 4646, 4174, 3061, 2220, 3928, 2530]",38
"[4143, 5847, 111, 4174, 3928, 4646, 3061, 2220]",38
"[4174, 4143, 4646, 5847, 3061, 3928, 2530, 695]",38
"[4143, 4174, 5847, 4646, 3061, 111, 2220, 695]",38
"[5847, 4646, 4143, 3061, 3928, 695, 111, 4663]",38
"[4143, 4174, 4646, 5847, 3061, 111, 2220, 4663]",38
"[4646, 5847, 4143, 3928, 3061, 2530, 4174, 695]",38
"[4143, 5847, 4646, 4174, 3061, 4663, 111, 3928]",38
"[4646, 5847, 4143, 4174, 3061, 3928, 2220, 111]",38
"[4174, 5847, 4143, 111, 4646, 3061, 2220, 4663]",38
"[4143, 4174, 4646, 5847, 4663, 2530, 3928, 695]",38
"[4143, 5847, 4174, 4646, 3061, 4663, 3928, 695]",38
"[5847, 4174, 4143, 4646, 111, 3061, 695, 3928]",38
"[4174, 4646, 4143, 5847, 695, 3928, 111, 3061]",38
"[4143, 4174, 5847, 4646, 3928, 695, 3061, 111]",38
"[4174, 4646, 4143, 5847, 3928, 2530, 111, 3061]",38
"[4143, 4174, 5847, 4646, 3061, 695, 3928, 111]",38
"[4143, 4646, 5847, 4174, 695, 3928, 4663, 3061]",38
"[4143, 4174, 5847, 4646, 3928, 2220, 2530, 4663]",38
"[4143, 5847, 4646, 4174, 3928, 2220, 695, 4663]",38
"[4143, 4646, 5847, 4174, 3061, 2220, 3928, 2530]",38
"[4174, 4646, 4143, 5847, 695, 3928, 3061, 111]",38
"[4143, 4174, 5847, 4646, 3061, 111, 4663, 2220]",38
"[4143, 5847, 4646, 3928, 2220, 4174, 3061, 2530]",38
"[4143, 4174, 111, 3928, 4646, 5847, 695, 2220]",38
"[4646, 5847, 4174, 4143, 695, 111, 3061, 2530]",38
"[4646, 5847, 4143, 4174, 3061, 695, 3928, 2530]",38
"[4646, 4174, 4143, 3928, 2530, 5847, 695, 111]",38
"[4143, 4174, 5847, 4646, 3061, 111, 695, 4663]",38
"[4143, 4646, 4174, 5847, 3928, 695, 2220, 3061]",38
"[4174, 4143, 5847, 111, 4646, 2220, 695, 3061]",38
"[4646, 4174, 4143, 5847, 695, 3928, 3061, 111]",38
"[4646, 4174, 5847, 4143, 695, 3928, 3061, 4663]",38
"[5847, 4646, 4143, 111, 3928, 2530, 695, 4174]",38
"[4174, 4143, 5847, 4646, 3928, 3061, 111, 4663]",38
"[4174, 4646, 5847, 4143, 4663, 3061, 695, 111]",38
"[5847, 4646, 4143, 3928, 695, 4174, 2530, 4663]",38
"[4143, 4174, 5847, 4646, 111, 2220, 4663, 695]",38
"[5847, 4646, 4174, 4143, 111, 2220, 3928, 3061]",38
"[4646, 5847, 4143, 111, 4174, 3928, 695, 2220]",38
"[4143, 5847, 4174, 4646, 3928, 695, 2220, 3061]",38
"[5847, 4646, 4143, 4174, 3061, 695, 111, 2220]",38
"[5847, 4143, 4646, 3061, 3928, 2530, 695, 4174]",38
"[4174, 4143, 4646, 5847, 2220, 3928, 2530, 3061]",38
"[4143, 5847, 4174, 111, 4646, 3061, 695, 3928]",38
"[5847, 4646, 4143, 3061, 695, 3928, 4174, 111]",38
"[4174, 4646, 4143, 5847, 3928, 695, 2530, 3061]",38
"[4143, 5847, 4174, 3928, 4646, 2220, 4663, 3061]",38
"[4143, 5847, 4174, 3928, 4646, 2220, 695, 111]",38
"[4174, 4143, 5847, 4646, 3061, 695, 3928, 111]",38
"[4143, 4646, 4174, 5847, 2530, 3928, 111, 3061]",38
"[4174, 5847, 4646, 4143, 3061, 4663, 111, 3928]",38
"[4174, 5847, 4646, 4143, 3061, 2220, 695, 3928]",38
"[4143, 4174, 4646, 5847, 2220, 111, 4663, 3928]",38
"[4646, 4174, 4143, 3928, 5847, 695, 4663, 3061]",38
"[4174, 4143, 3928, 4646, 5847, 695, 111, 3061]",37
"[5847, 4646, 4143, 3061, 4174, 695, 111, 2220]",37
"[5847, 4143, 4646, 4174, 3061, 695, 3928, 3206]",37
"[4143, 5847, 4646, 3928, 4174, 695, 2220, 4663]",37
"[5847, 4143, 4646, 4174, 2220, 3928, 3061, 2530]",37
"[4174, 4143, 5847, 4646, 3061, 3928, 2530, 695]",37
"[4174, 4646, 4143, 695, 5847, 4663, 2220, 3061]",37
"[4174, 4143, 695, 111, 3928, 4646, 5847, 4663]",37
"[4174, 4646, 4143, 695, 4663, 3928, 5847, 2530]",37
"[5847, 4174, 4143, 3061, 3928, 4646, 111, 4663]",37
"[4143, 4646, 5847, 4663, 3928, 4174, 3061, 695]",37
"[4646, 4174, 4143, 5847, 695, 3928, 111, 3061]",37
"[4174, 5847, 4143, 3061, 111, 4646, 3928, 4663]",37
"[4143, 4174, 4646, 5847, 2220, 111, 4663, 3061]",37
"[5847, 4646, 4143, 695, 111, 3928, 4174, 2530]",37
"[4143, 4646, 5847, 4174, 695, 111, 4663, 3061]",37
"[5847, 4143, 4174, 4646, 3061, 3928, 111, 4663]",37
"[5847, 4143, 4646, 111, 4174, 695, 3928, 2530]",37
"[4143, 5847, 4646, 4174, 3061, 3928, 695, 2987]",37
"[4174, 4143, 5847, 4646, 3061, 695, 111, 3928]",37
"[4174, 4143, 5847, 111, 4646, 695, 4663, 2220]",37
"[4143, 5847, 4646, 4174, 2220, 3061, 111, 695]",37
"[4143, 4646, 5847, 4174, 3928, 695, 2220, 2530]",37
"[5847, 4143, 4646, 695, 3928, 4174, 111, 4663]",37
"[4174, 4646, 5847, 4143, 3061, 111, 4663, 695]",37
"[4646, 5847, 4143, 4174, 111, 2530, 3928, 3061]",37
"[5847, 4143, 4646, 3061, 3928, 2220, 111, 695]",37
"[4646, 5847, 4143, 2530, 3928, 4174, 111, 2220]",37
"[4646, 5847, 4143, 4174, 111, 3061, 695, 2530]",37
"[5847, 4143, 4646, 4174, 695, 111, 4663, 2220]",37
"[4646, 5847, 4143, 3928, 4174, 2220, 2530, 111]",37
"[5847, 4646, 4174, 4143, 3928, 3061, 111, 4663]",37
"[4143, 5847, 4646, 3928, 4174, 3061, 4663, 111]",37
"[4174, 4646, 4143, 3928, 2530, 5847, 695, 111]",37
"[5847, 4646, 4174, 4143, 3061, 695, 111, 4663]",37
"[4143, 5847, 111, 3928, 4646, 3061, 4174, 695]",37
"[5847, 4646, 3061, 4143, 3928, 111, 4174, 695]",37
"[4143, 4174, 5847, 111, 4646, 3061, 695, 4663]",37
"[4646, 4174, 4143, 5847, 3928, 2530, 695, 111]",37
"[4174, 4143, 5847, 4646, 695, 3928, 3061, 3206]",37
"[4143, 5847, 4174, 3928, 4646, 2530, 111, 2220]",37
"[5847, 4646, 4143, 111, 695, 3928, 4174, 2220]",37
"[4143, 5847, 4646, 4174, 695, 4663, 3061, 3928]",37
"[4143, 5847, 4646, 4174, 695, 3061, 2220, 111]",37
"[5847, 4646, 4143, 4174, 695, 2220, 4663, 111]",37
"[5847, 4646, 4143, 111, 3061, 3928, 4174, 2530]",37
"[5847, 4143, 4646, 4174, 3928, 695, 4663, 2530]",37
"[4646, 5847, 4143, 3928, 4174, 695, 2530, 2220]",37
"[5847, 4646, 4143, 3061, 3928, 111, 2220, 4174]",37
"[4143, 5847, 4646, 4663, 3928, 4174, 3061, 695]",37
"[4174, 4143, 5847, 4646, 3061, 695, 3928, 2530]",37
"[5847, 4143, 4646, 4174, 2220, 111, 3928, 2530]",37
"[5847, 4143, 4646, 4174, 695, 111, 3928, 2530]",37
"[5847, 4143, 4646, 111, 2530, 4174, 3928, 3061]",37
"[4646, 5847, 4143, 3928, 2220, 4174, 2530, 3061]",37
"[4143, 5847, 4646, 3928, 2530, 3061, 4174, 111]",37
"[4174, 4646, 5847, 4143, 3928, 2530, 3061, 4663]",37
"[4174, 4143, 4646, 5847, 695, 2220, 111, 3061]",37
"[4646, 4174, 5847, 3061, 695, 4143, 111, 3928]",37
"[4646, 5847, 4143, 3928, 3061, 695, 111, 2220]",37
"[4143, 4174, 4646, 5847, 3061, 2220, 3928, 695]",36
"[5847, 4646, 4143, 695, 3928, 4174, 3061, 2220]",36
"[4143, 4174, 4646, 5847, 695, 111, 3061, 3928]",36
"[4143, 4174, 4646, 5847, 3928, 695, 4663, 3061]",36
"[5847, 4646, 3061, 4143, 4174, 111, 3928, 695]",36
"[5847, 4646, 4143, 3928, 3061, 2530, 4174, 695]",36
"[5847, 4646, 4143, 3928, 695, 4174, 2530, 2220]",36
"[5847, 4174, 4646, 4143, 3928, 2530, 3061, 4663]",36
"[5847, 4143, 4646, 4174, 695, 3061, 2220, 4663]",36
"[4143, 4646, 5847, 3928, 4174, 695, 4663, 3061]",36
"[4646, 4143, 5847, 4174, 695, 3928, 4663, 3061]",36
"[5847, 4646, 4143, 4174, 695, 3928, 2530, 4663]",36
"[4646, 5847, 4143, 3061, 4174, 3928, 2220, 111]",36
"[5847, 4646, 4143, 4174, 3061, 695, 111, 4663]",36
"[5847, 4143, 4646, 4174, 3928, 2530, 111, 4663]",36
"[4143, 5847, 4646, 3928, 3061, 2530, 4174, 111]",36
"[4174, 4646, 4143, 695, 5847, 111, 3061, 4663]",36
"[4143, 5847, 4174, 4663, 3928, 695, 4646, 111]",36
"[4143, 5847, 4646, 4174, 695, 3928, 3061, 2530]",36
"[4143, 4174, 5847, 3928, 4646, 111, 2220, 2530]",36
"[5847, 4143, 4646, 3928, 2220, 4174, 3061, 2530]",36
"[4174, 4143, 4646, 3928, 5847, 695, 3061, 2530]",36
"[4143, 5847, 4174, 4646, 695, 3928, 111, 3061]",36
"[4143, 4174, 5847, 4646, 2220, 4663, 695, 3928]",36
"[5847, 4646, 4143, 111, 3928, 3061, 4174, 695]",36
"[4143, 4646, 4174, 5847, 3928, 695, 3061, 4663]",36
"[4646, 5847, 4143, 3928, 4174, 2220, 695, 3061]",36
"[5847, 4143, 4646, 695, 3928, 4174, 2220, 111]",36
"[4143, 4646, 5847, 4174, 3061, 111, 4663, 695]",36
"[4143, 4646, 5847, 4174, 3061, 2220, 4663, 3928]",36
"[4174, 4143, 5847, 111, 4646, 3061, 695, 4663]",36
"[4143, 5847, 4646, 3928, 3061, 4174, 4663, 111]",36
"[4143, 4174, 111, 3928, 5847, 4646, 695, 2220]",36
"[4646, 4174, 5847, 4143, 695, 3061, 2220, 111]",36
"[4143, 5847, 4646, 4174, 695, 3928, 111, 3061]",36
"[4143, 5847, 4646, 4174, 3061, 2220, 4663, 695]",36
"[4143, 4174, 4646, 5847, 111, 2220, 4663, 3928]",36
"[4143, 4174, 5847, 4646, 3061, 4663, 3928, 2530]",36
"[5847, 4646, 4143, 4174, 2530, 3928, 3061, 111]",36
"[4143, 5847, 4646, 4174, 2220, 3061, 3928, 2530]",36
"[4174, 4143, 5847, 4646, 4663, 2220, 111, 695]",36
"[4646, 5847, 4143, 3061, 3928, 695, 111, 4174]",36
"[4143, 5847, 4646, 3928, 4174, 3061, 2220, 695]",36
"[4174, 4143, 4646, 5847, 2220, 111, 4663, 695]",36
"[4143, 4174, 4646, 5847, 111, 3061, 695, 3928]",36
"[4646, 4143, 4174, 3061, 5847, 695, 111, 3928]",36
"[4143, 4174, 4646, 5847, 4663, 3928, 3061, 111]",36
"[4143, 4646, 4174, 3928, 5847, 695, 3061, 2530]",36
"[4174, 4143, 5847, 4646, 111, 3928, 2530, 4663]",36
"[4646, 4143, 5847, 3928, 4174, 695, 2220, 4663]",36
"[5847, 4143, 4646, 4174, 695, 2220, 3928, 4663]",36
"[5847, 4143, 4646, 111, 3928, 2220, 4174, 695]",36
"[4143, 5847, 3061, 4646, 3928, 4174, 111, 2530]",36
"[4143, 4174, 5847, 4646, 2220, 111, 4663, 695]",36
"[5847, 4646, 4143, 111, 3061, 4174, 695, 3928]",36
"[5847, 4646, 4143, 4174, 2220, 3928, 111, 3061]",36
"[4143, 4174, 5847, 111, 4646, 695, 4663, 3928]",36
"[4174, 5847, 4646, 4143, 3061, 3928, 2220, 4663]",36
"[5847, 4143, 4646, 3928, 3061, 695, 111, 2530]",36
"[5847, 4646, 4143, 4174, 3928, 2530, 3061, 4663]",36
"[4143, 5847, 4174, 3061, 111, 4646, 2220, 3928]",36
"[4143, 4174, 5847, 111, 3061, 4646, 3928, 4663]",36
"[4174, 4143, 5847, 4646, 4663, 111, 2220, 695]",36
"[5847, 4646, 4143, 2530, 4174, 3928, 695, 3061]",35
"[4143, 4174, 5847, 4646, 695, 4663, 2220, 3928]",35
"[5847, 4143, 4646, 111, 3928, 3061, 695, 4663]",35
"[5847, 4646, 4174, 4143, 111, 3061, 2220, 695]",35
"[4143, 5847, 4646, 3928, 4174, 3061, 695, 2220]",35
"[4646, 4174, 5847, 4143, 3928, 3061, 4663, 695]",35
"[4174, 4143, 5847, 4646, 111, 695, 3928, 2530]",35
"[5847, 4646, 4174, 4143, 3061, 3928, 2220, 111]",35
"[4143, 5847, 4646, 4174, 3061, 695, 3928, 111]",35
"[4174, 4143, 695, 111, 4646, 5847, 4663, 3061]",35
"[4174, 4143, 111, 4646, 5847, 695, 3061, 2220]",35
"[4646, 5847, 4143, 695, 3928, 2530, 4174, 111]",35
"[4646, 5847, 4174, 4143, 3928, 3061, 111, 4663]",35
"[4143, 5847, 4646, 4174, 2530, 3928, 4663, 3061]",35
"[4646, 4143, 5847, 4174, 3928, 695, 2220, 2530]",35
"[5847, 4143, 4174, 4646, 3061, 111, 3928, 2530]",35
"[4143, 4646, 5847, 3928, 3061, 4663, 695, 4174]",35
"[5847, 4646, 4143, 3928, 3061, 695, 2530, 4174]",35
"[4143, 5847, 4646, 3061, 111, 4174, 3928, 695]",35
"[5847, 4646, 4174, 4143, 3061, 3928, 4663, 111]",35
"[4646, 5847, 4143, 4174, 3928, 695, 2530, 4663]",35
"[4143, 4174, 5847, 3928, 111, 4646, 4663, 3061]",35
"[5847, 4646, 4143, 3061, 4174, 3928, 695, 3206]",35
"[4174, 4646, 695, 4143, 4663, 5847, 111, 3061]",35
"[5847, 4143, 4646, 111, 4174, 2530, 3928, 2220]",35
"[5847, 4143, 4646, 3061, 3928, 2530, 111, 695]",35
"[4143, 5847, 4174, 3928, 4646, 4663, 695, 2530]",35
"[5847, 4143, 4646, 4174, 3928, 2530, 695, 2220]",35
"[4143, 5847, 4646, 3928, 4174, 111, 695, 3061]",35
"[5847, 4143, 4646, 111, 4174, 3061, 695, 3928]",35
"[4174, 5847, 4143, 111, 4646, 3928, 3061, 4663]",35
"[4646, 4143, 5847, 4174, 3928, 2530, 4663, 695]",35
"[4143, 5847, 4174, 111, 3928, 695, 4646, 2530]",35
"[5847, 4143, 4646, 3061, 695, 4174, 111, 3928]",35
"[5847, 4143, 4174, 4646, 3928, 2530, 3061, 4663]",35
"[4174, 4143, 5847, 4646, 2220, 3061, 3928, 2530]",35
"[4143, 4646, 5847, 3061, 3928, 111, 2530, 4174]",35
"[4143, 4174, 4646, 5847, 3928, 695, 2220, 3061]",35
"[4143, 5847, 4646, 3061, 4174, 111, 3928, 2530]",35
"[4143, 5847, 4646, 4174, 3928, 695, 2220, 4663]",35
"[4646, 4143, 4174, 695, 3928, 5847, 4663, 111]",35
"[5847, 4174, 4143, 4646, 111, 3928, 2530, 3061]",35
"[5847, 4646, 4143, 695, 4174, 3928, 111, 2530]",35
"[5847, 4143, 4646, 3061, 111, 3928, 2530, 4174]",35
"[5847, 4143, 4646, 695, 3928, 4174, 3061, 2220]",35
"[4143, 4646, 4174, 5847, 3928, 695, 2530, 3061]",35
"[5847, 4143, 4646, 3928, 111, 4174, 2220, 2530]",35
"[5847, 4143, 4646, 3928, 4174, 2530, 695, 4663]",35
"[5847, 4646, 4143, 3928, 2220, 4174, 3061, 695]",35
"[5847, 4143, 4646, 4174, 3928, 2220, 695, 3061]",35
"[5847, 4143, 4646, 3061, 4174, 3928, 695, 111]",35
"[5847, 4143, 4174, 3061, 3928, 4646, 111, 4663]",35
"[4143, 5847, 4174, 111, 3061, 3928, 4646, 2220]",35
"[5847, 4646, 4143, 4174, 695, 4663, 3061, 111]",35
"[4646, 5847, 3061, 4143, 3928, 111, 695, 4174]",35
"[4174, 4646, 4143, 3928, 5847, 2530, 695, 4663]",35
"[4174, 4143, 5847, 4646, 4663, 2220, 695, 111]",35
"[4174, 4143, 4646, 3928, 5847, 695, 111, 4663]",35
"[4174, 4143, 4646, 5847, 4663, 111, 3061, 2220]",35
"[4174, 4143, 5847, 4646, 2220, 695, 3061, 3928]",35
"[4646, 4143, 5847, 3928, 695, 4174, 2530, 3061]",35
"[4143, 4646, 5847, 4174, 3061, 111, 2220, 4663]",35
"[5847, 4143, 4646, 3928, 4174, 3061, 695, 2220]",35
"[5847, 4646, 4143, 4174, 695, 3061, 4663, 2220]",35
"[4143, 5847, 4646, 4174, 695, 3061, 4663, 111]",35
"[4174, 4646, 4143, 5847, 3928, 695, 2220, 111]",35
"[4646, 5847, 4143, 4174, 3928, 3061, 695, 167]",35
"[4174, 4646, 4143, 695, 4663, 5847, 3061, 2220]",35
"[4143, 4646, 5847, 4174, 2220, 111, 3061, 695]",35
"[4646, 4143, 5847, 3928, 4174, 695, 2530, 4663]",35
"[5847, 4174, 4143, 111, 3928, 4646, 2530, 4663]",35
"[5847, 4646, 4143, 111, 4174, 3061, 3928, 695]",35
"[4174, 4143, 5847, 111, 4646, 695, 2220, 4663]",35
"[4174, 4646, 4143, 5847, 3061, 4663, 3928, 695]",35
"[4143, 5847, 4646, 4174, 4663, 3061, 695, 3928]",35
"[4174, 4143, 4646, 5847, 3061, 4663, 695, 2220]",35
"[4143, 5847, 4646, 4174, 111, 3061, 2220, 695]",35
"[5847, 4646, 2530, 4143, 111, 3928, 4174, 3061]",35
"[5847, 4646, 4143, 2530, 3928, 4174, 3061, 2220]",35
"[5847, 4143, 4646, 3061, 4174, 111, 2220, 695]",35
"[4174, 5847, 4646, 4143, 3061, 4663, 3928, 111]",34
"[4143, 4174, 5847, 4646, 3061, 4663, 695, 2220]",34
"[4174, 4143, 4646, 5847, 3928, 2530, 111, 3061]",34
"[4143, 5847, 4646, 3061, 3928, 4174, 4663, 2220]",34
"[4646, 5847, 4174, 4143, 111, 695, 2220, 3061]",34
"[5847, 4646, 4143, 3061, 4174, 3928, 2530, 695]",34
"[5847, 4646, 4174, 4143, 2530, 111, 3928, 3061]",34
"[4174, 4646, 5847, 4143, 3928, 2530, 111, 4663]",34
"[4646, 4174, 4143, 5847, 3928, 695, 3061, 2220]",34
"[5847, 4143, 4646, 4174, 111, 3928, 2530, 695]",34
"[4174, 5847, 4646, 4143, 3928, 2530, 3061, 4663]",34
"[4646, 4174, 4143, 5847, 695, 2220, 3061, 3928]",34
"[4174, 4646, 4143, 695, 3928, 5847, 4663, 3061]",34
"[4174, 4143, 4646, 5847, 695, 2220, 3061, 4663]",34
"[4174, 4143, 695, 111, 5847, 4646, 4663, 3928]",34
"[4174, 4646, 5847, 4143, 111, 695, 2220, 3928]",34
"[4174, 4646, 4143, 695, 5847, 3928, 3061, 4663]",34
"[4143, 5847, 4174, 3928, 4646, 111, 4663, 2220]",34
"[4174, 4143, 5847, 4646, 695, 2220, 4663, 3928]",34
"[4646, 4174, 4143, 5847, 695, 2220, 111, 3928]",34
"[4646, 5847, 4174, 4143, 3928, 3061, 2530, 695]",34
"[5847, 4143, 4646, 4174, 3061, 3928, 111, 2530]",34
"[4143, 5847, 4646, 4174, 2530, 3928, 2220, 3061]",34
"[4143, 5847, 4174, 4646, 2220, 111, 3061, 3928]",34
"[4143, 5847, 4174, 111, 4646, 3061, 2220, 4663]",34
"[4143, 5847, 4646, 111, 3928, 2220, 4174, 2530]",34
"[5847, 4143, 4646, 4174, 695, 2220, 4663, 111]",34
"[4143, 4646, 5847, 4174, 2530, 3928, 3061, 4663]",34
"[4174, 4646, 4143, 5847, 3061, 3928, 4663, 111]",34
"[5847, 4143, 4646, 4174, 3928, 695, 2220, 2530]",34
"[4143, 4646, 5847, 4174, 3928, 3061, 2530, 3206]",34
"[4174, 4143, 5847, 4646, 3061, 4663, 2220, 695]",34
"[4646, 5847, 4143, 4174, 695, 2220, 4663, 111]",34
"[4646, 5847, 4174, 3061, 695, 4143, 111, 3928]",34
"[4646, 5847, 4143, 4174, 2530, 3928, 111, 2220]",34
"[4174, 5847, 4143, 3061, 4646, 4663, 111, 3928]",34
"[5847, 4646, 4143, 3061, 4174, 695, 3928, 2530]",34
"[5847, 4646, 4143, 3928, 3061, 4174, 695, 2530]",34
"[5847, 4174, 4143, 4646, 3061, 3928, 4663, 695]",34
"[4143, 4174, 5847, 111, 695, 4646, 4663, 3928]",34
"[4143, 4646, 5847, 3061, 4174, 3928, 695, 2220]",34
"[4646, 4174, 4143, 5847, 3061, 3928, 111, 4663]",34
"[4143, 5847, 111, 4646, 3928, 3061, 4174, 4663]",34
"[4143, 4646, 5847, 3928, 695, 4174, 111, 2530]",34
"[4174, 4646, 5847, 4143, 3061, 3928, 2220, 4663]",34
"[4143, 4646, 5847, 4174, 695, 111, 3061, 2220]",34
"[4646, 5847, 4143, 111, 4174, 3928, 2530, 695]",34
"[4143, 4646, 5847, 4174, 695, 2220, 111, 3061]",34
"[4646, 5847, 695, 4143, 3928, 4174, 3061, 4663]",34
"[4646, 5847, 4174, 4143, 111, 695, 2220, 3928]",34
"[4143, 4174, 5847, 111, 4646, 4663, 2220, 695]",34
"[5847, 4143, 4646, 111, 3928, 2530, 2220, 4174]",34
"[5847, 4143, 4646, 111, 3061, 695, 4174, 3928]",34
"[4143, 5847, 4646, 3928, 2530, 4174, 111, 2220]",34
"[4143, 5847, 4174, 3061, 111, 4646, 3928, 4663]",34
"[4646, 5847, 695, 4143, 3928, 4174, 3061, 111]",34
"[4143, 4646, 5847, 3061, 4174, 2220, 3928, 695]",34
"[4646, 4143, 5847, 3928, 4174, 3061, 2220, 695]",34
"[4143, 4174, 5847, 4646, 111, 695, 4663, 3061]",34
"[4143, 4174, 111, 3928, 4646, 5847, 695, 2530]",34
"[4143, 5847, 4174, 4646, 695, 111, 3928, 4663]",34
"[4143, 5847, 4646, 3061, 3928, 2530, 111, 695]",34
"[4143, 5847, 4174, 111, 3061, 4663, 4646, 695]",34
"[4143, 4174, 5847, 4646, 4663, 695, 3928, 2530]",34
"[4174, 4143, 5847, 4646, 2220, 3928, 3061, 2530]",34
"[5847, 4143, 4646, 4174, 695, 3061, 111, 2220]",34
"[4174, 4646, 4143, 5847, 695, 2220, 4663, 111]",34
"[4174, 4143, 4646, 3928, 5847, 695, 3061, 111]",34
"[4174, 4143, 4646, 5847, 3061, 111, 695, 3928]",34
"[4143, 5847, 4646, 4174, 3061, 695, 2220, 3928]",34
"[4143, 4174, 5847, 4663, 4646, 695, 111, 3928]",34
"[4646, 4143, 5847, 3928, 2220, 4174, 111, 3061]",33
"[4646, 4174, 695, 4143, 3928, 4663, 5847, 111]",33
"[4143, 5847, 4646, 111, 3061, 3928, 695, 2530]",33
"[4143, 5847, 4174, 3928, 4646, 2530, 111, 695]",33
"[4143, 4646, 5847, 3928, 2530, 3061, 4174, 111]",33
"[4646, 4143, 4174, 5847, 3928, 2530, 111, 3061]",33
"[5847, 4143, 4646, 111, 2530, 3928, 4174, 695]",33
"[4143, 4174, 5847, 4646, 3928, 3061, 695, 2220]",33
"[4174, 4143, 5847, 4646, 695, 2220, 111, 3061]",33
"[4174, 4143, 5847, 4646, 2220, 111, 695, 3061]",33
"[4143, 5847, 4174, 3061, 4646, 4663, 695, 111]",33
"[4143, 4174, 5847, 4646, 4663, 695, 111, 2530]",33
"[5847, 4646, 4143, 4174, 3928, 2530, 4663, 695]",33
"[4646, 4174, 695, 4143, 3928, 4663, 5847, 3061]",33
"[5847, 4646, 4143, 111, 695, 4174, 3928, 3061]",33
"[4143, 5847, 4646, 3928, 4174, 695, 2530, 4663]",33
"[5847, 4143, 4174, 4646, 3061, 2220, 3928, 111]",33
"[5847, 4143, 4646, 3061, 4174, 2220, 111, 695]",33
"[4646, 4143, 5847, 3928, 2530, 695, 4174, 111]",33
"[5847, 4646, 4143, 695, 3928, 4174, 2530, 4663]",33
"[5847, 4143, 4646, 3928, 695, 4174, 2530, 4663]",33
"[4646, 5847, 4143, 4174, 695, 4663, 111, 3061]",33
"[5847, 4143, 4646, 4174, 111, 2220, 695, 2530]",33
"[4143, 5847, 4646, 3061, 4174, 695, 111, 3928]",33
"[4143, 4174, 4646, 5847, 2220, 3928, 3061, 695]",33
"[5847, 4143, 4174, 4646, 695, 111, 3928, 4663]",33
"[4143, 5847, 4174, 3928, 2530, 4646, 111, 6419]",33
"[5847, 4143, 4646, 4174, 3928, 695, 2220, 4663]",33
"[4143, 4646, 5847, 4174, 3061, 695, 3928, 2220]",33
"[5847, 4143, 4174, 4646, 2220, 111, 695, 3928]",33
"[4174, 4143, 5847, 4646, 695, 3061, 111, 4663]",33
"[5847, 4646, 4143, 2530, 4174, 3928, 3061, 111]",33
"[4646, 4143, 4174, 5847, 3928, 2530, 695, 111]",33
"[5847, 4143, 4646, 111, 3928, 3061, 695, 4174]",33
"[5847, 4143, 4646, 3061, 111, 3928, 2220, 2530]",33
"[5847, 4143, 4646, 4174, 111, 3061, 2220, 2530]",33
"[5847, 4646, 4174, 4143, 111, 2530, 3928, 3061]",33
"[4143, 5847, 4646, 4174, 111, 695, 4663, 3061]",33
"[4143, 5847, 4646, 4174, 111, 695, 4663, 3928]",33
"[5847, 4143, 4646, 111, 4174, 2530, 695, 3928]",33
"[4143, 5847, 4174, 4646, 111, 3061, 3928, 5914]",33
"[4143, 4174, 5847, 4663, 4646, 3928, 695, 3061]",33
"[5847, 4143, 4646, 111, 3061, 695, 4174, 2220]",33
"[4174, 5847, 4646, 4143, 4663, 3928, 2530, 695]",33
"[4143, 4646, 4174, 5847, 3928, 3061, 111, 695]",33
"[5847, 4143, 4174, 4646, 695, 3928, 111, 3061]",33
"[4174, 4646, 4143, 5847, 3061, 2220, 3928, 4663]",33
"[4646, 4143, 5847, 4174, 2530, 3928, 111, 3061]",33
"[4143, 5847, 4646, 4174, 111, 2220, 3928, 2530]",33
"[4143, 4646, 5847, 4174, 3928, 3061, 695, 3206]",33
"[4646, 5847, 4143, 3061, 4174, 695, 3928, 4663]",33
"[5847, 4174, 4646, 4143, 111, 3928, 3061, 2530]",33
"[4143, 5847, 4646, 4174, 3061, 3928, 2220, 111]",33
"[5847, 4646, 4143, 4174, 2530, 3928, 2220, 111]",33
"[4174, 4646, 5847, 4143, 3061, 4663, 3928, 111]",33
"[5847, 4646, 111, 3061, 3928, 4174, 4143, 695]",33
"[5847, 4174, 4646, 4143, 3061, 2220, 111, 3928]",33
"[5847, 4143, 4646, 111, 695, 4174, 3928, 2220]",33
"[4646, 5847, 4143, 4174, 3061, 2220, 111, 695]",33
"[4143, 5847, 4174, 4646, 111, 3061, 3928, 2220]",33
"[4646, 5847, 4143, 4174, 695, 3061, 4663, 2220]",33
"[4174, 4143, 5847, 4646, 695, 111, 2220, 3061]",33
"[5847, 4143, 4174, 4646, 695, 2220, 3061, 111]",33
"[4143, 5847, 4174, 3928, 4646, 695, 3061, 111]",33
