teams,value
"[4143, 4174, 4646, 5847, 111, 3928, 3061, 2530]",46
"[4143, 4174, 5847, 3928, 4646, 2530, 2220, 111]",46
"[4143, 5847, 4646, 111, 3928, 3061, 4174, 2530]",46
"[5847, 4143, 4646, 2530, 3928, 4174, 111, 3061]",46
"[4646, 4143, 5847, 4174, 3928, 3061, 695, 4663]",46
"[4143, 4646, 5847, 4174, 3928, 695, 3061, 2220]",46
"[4646, 5847, 4143, 3061, 3928, 2530, 695, 111]",46
"[5847, 4143, 4174, 4646, 695, 3061, 3928, 111]",46
"[5847, 4646, 4174, 4143, 3928, 2530, 3061, 4663]",46
"[4143, 4646, 5847, 3928, 3061, 4174, 2220, 2530]",46
"[4646, 5847, 4143, 695, 3061, 4174, 111, 3928]",46
"[4143, 5847, 4646, 4174, 695, 111, 4663, 3061]",46
"[4646, 4143, 4174, 3928, 5847, 695, 4663, 3061]",46
"[4646, 5847, 4143, 4174, 111, 3928, 3061, 2220]",46
"[4143, 4174, 4646, 5847, 3928, 2530, 695, 111]",46
"[4174, 4646, 4143, 5847, 695, 3061, 3928, 3206]",46
"[4174, 4143, 4646, 5847, 111, 3928, 2530, 4663]",46
"[4143, 5847, 4646, 3928, 4174, 3061, 111, 4663]",46
"[4143, 4646, 4174, 5847, 3928, 695, 3061, 111]",46
"[4143, 4646, 5847, 4174, 695, 3061, 4663, 3928]",46
"[4646, 5847, 4174, 4143, 3928, 2530, 3061, 695]",46
"[4143, 5847, 4174, 3928, 4646, 3061, 2220, 4663]",46
"[5847, 4646, 4143, 111, 4174, 3928, 2530, 2220]",46
"[4143, 4646, 5847, 4174, 3928, 3061, 695, 4663]",46
"[4143, 4174, 5847, 3928, 111, 4646, 3061, 2530]",46
"[4143, 5847, 4174, 3928, 695, 4646, 4663, 111]",46
"[4143, 4174, 4646, 5847, 3928, 2530, 695, 3061]",46
"[4174, 4143, 4646, 5847, 695, 111, 2220, 4663]",46
"[4143, 5847, 4174, 4646, 3061, 111, 4663, 695]",46
"[4143, 4174, 4646, 5847, 3061, 3928, 111, 4663]",46
"[4143, 4174, 5847, 4646, 2220, 111, 695, 3061]",46
"[4143, 5847, 4646, 4174, 2530, 3928, 111, 2220]",46
"[4174, 4143, 4646, 5847, 4663, 695, 3928, 2530]",46
"[5847, 4646, 4143, 4174, 3928, 111, 2530, 695]",46
"[4646, 5847, 4143, 4174, 695, 2220, 4663, 3928]",46
"[4143, 5847, 4646, 3928, 3061, 111, 2530, 4174]",46
"[5847, 4143, 4646, 695, 3928, 4174, 2530, 3061]",45
"[5847, 4646, 4143, 3928, 695, 4174, 2220, 2530]",45
"[4646, 5847, 4143, 4174, 695, 3928, 3061, 3206]",45
"[4174, 4143, 5847, 111, 3928, 4646, 2530, 4663]",45
"[4143, 5847, 4646, 4174, 4663, 3061, 695, 111]",45
"[4143, 5847, 4174, 4646, 3928, 695, 111, 4663]",45
"[4143, 5847, 4646, 3928, 695, 4174, 111, 2530]",45
"[4143, 5847, 4646, 4174, 3061, 111, 2220, 695]",45
"[4646, 5847, 4143, 3061, 3928, 111, 4174, 695]",45
"[4143, 4174, 5847, 111, 4646, 2530, 3928, 4663]",45
"[4143, 5847, 4646, 3061, 4174, 3928, 111, 695]",45
"[4646, 5847, 4143, 3928, 695, 4174, 4663, 3061]",45
"[4174, 4646, 4143, 695, 5847, 3061, 3928, 4663]",45
"[4646, 5847, 3061, 4143, 4174, 111, 3928, 695]",45
"[4143, 4174, 5847, 4646, 695, 111, 3061, 4663]",45
"[4174, 5847, 4143, 4646, 3061, 4663, 111, 3928]",45
"[5847, 4646, 4143, 4174, 2530, 3928, 695, 3061]",45
"[5847, 4646, 4143, 4174, 111, 3061, 3928, 2220]",45
"[5847, 4143, 4646, 4174, 3928, 695, 2530, 4663]",45
"[4143, 4174, 4646, 5847, 3928, 695, 3061, 2530]",45
"[4174, 4143, 5847, 4663, 4646, 695, 2220, 3061]",45
"[4143, 5847, 4646, 3061, 3928, 4174, 2530, 695]",45
"[4143, 4646, 5847, 4174, 3928, 4663, 2220, 111]",45
"[5847, 4646, 4143, 3061, 3928, 2530, 111, 2220]",45
"[4174, 4143, 5847, 3061, 4646, 111, 3928, 4663]",45
"[4646, 5847, 4143, 4174, 3061, 3928, 695, 167]",45
"[4174, 4646, 4143, 5847, 3061, 3928, 111, 4663]",45
"[4646, 4174, 4143, 5847, 3928, 695, 2530, 3061]",45
"[5847, 4143, 4646, 4174, 3928, 2220, 695, 2530]",45
"[4646, 4174, 4143, 3928, 5847, 695, 3061, 2220]",45
"[4143, 4174, 5847, 4663, 4646, 695, 111, 3061]",45
"[4174, 4143, 5847, 4663, 4646, 695, 3061, 2220]",45
"[4646, 4174, 4143, 695, 5847, 3928, 4663, 111]",45
"[5847, 4174, 4143, 111, 3061, 4646, 3928, 4663]",45
"[5847, 4143, 4646, 111, 3061, 4174, 3928, 2220]",45
"[4646, 5847, 4143, 4174, 3061, 695, 3928, 4663]",45
"[4143, 4174, 4646, 5847, 695, 111, 3928, 3061]",45
"[4143, 5847, 4174, 3928, 111, 4646, 3061, 2220]",45
"[5847, 4143, 4646, 3928, 2530, 695, 4174, 3061]",45
"[4143, 4174, 5847, 4646, 4663, 2220, 111, 3928]",45
"[5847, 4646, 4174, 4143, 111, 3061, 695, 2220]",45
"[4646, 4143, 5847, 4174, 3928, 2530, 111, 2220]",45
"[4646, 5847, 4143, 4174, 695, 111, 3928, 2530]",45
"[4143, 4174, 4646, 5847, 2220, 4663, 3061, 3928]",45
"[5847, 4646, 4143, 111, 3928, 2530, 4174, 695]",45
"[4143, 5847, 4646, 3061, 4174, 3928, 111, 4663]",45
"[4646, 4143, 5847, 4174, 111, 2220, 3061, 695]",45
"[4143, 4174, 5847, 4646, 4663, 695, 3928, 111]",45
"[5847, 4143, 4646, 4174, 695, 2220, 3061, 4663]",45
"[4143, 4174, 5847, 3928, 4646, 2220, 111, 4663]",45
"[4646, 4174, 5847, 4143, 3928, 2530, 111, 3061]",45
"[4143, 5847, 4174, 4646, 2530, 3928, 111, 3061]",44
"[4174, 4646, 4143, 3928, 5847, 2530, 695, 3061]",44
"[5847, 4143, 4646, 4174, 3061, 3928, 695, 2987]",44
"[4143, 5847, 4174, 3928, 111, 4646, 2220, 3061]",44
"[4174, 4646, 3061, 5847, 4143, 695, 111, 3928]",44
"[4174, 4143, 5847, 4646, 3061, 695, 4663, 3928]",44
"[4143, 5847, 4174, 4646, 695, 2220, 111, 3928]",44
"[4174, 4646, 4143, 695, 4663, 5847, 2220, 3061]",44
"[4143, 5847, 4646, 3061, 3928, 2530, 695, 4174]",44
"[4143, 5847, 4646, 3928, 3061, 4174, 4663, 695]",44
"[4143, 4646, 4174, 5847, 3061, 3928, 4663, 695]",44
"[4174, 4143, 4646, 5847, 695, 3061, 111, 4663]",44
"[4143, 5847, 4174, 4646, 3928, 695, 111, 2220]",44
"[4143, 4174, 4646, 5847, 2220, 111, 3928, 4663]",44
"[4646, 4143, 5847, 4174, 3928, 2530, 3061, 4663]",44
"[4646, 4174, 4143, 5847, 695, 3928, 3061, 2220]",44
"[4646, 5847, 4174, 4143, 3061, 695, 111, 4663]",44
"[4174, 4646, 4143, 5847, 3928, 695, 2220, 3061]",44
"[4174, 4646, 5847, 4143, 3928, 3061, 111, 4663]",44
"[4143, 5847, 4646, 3061, 4174, 2220, 3928, 695]",44
"[4174, 4143, 4646, 5847, 695, 3061, 4663, 111]",44
"[4143, 5847, 4646, 111, 3928, 3061, 2220, 2530]",44
"[5847, 4143, 4646, 4174, 3928, 2530, 4663, 695]",44
"[5847, 4646, 4143, 3061, 4174, 695, 3928, 111]",44
"[4646, 5847, 4143, 3061, 3928, 4174, 695, 2530]",44
"[4174, 4646, 5847, 4143, 4663, 3928, 2530, 695]",44
"[4646, 5847, 4143, 3061, 3928, 695, 2220, 111]",44
"[4646, 4174, 4143, 695, 3928, 5847, 4663, 3061]",44
"[5847, 4646, 4143, 695, 3928, 2530, 4174, 111]",44
"[4143, 5847, 4174, 4646, 3061, 3928, 4663, 695]",44
"[4646, 5847, 4143, 3061, 3928, 2220, 2530, 695]",44
"[4143, 5847, 4646, 3928, 3061, 4663, 4174, 695]",44
"[4143, 4646, 5847, 3928, 2530, 4174, 2220, 3061]",44
"[4143, 4646, 4174, 5847, 3928, 3061, 695, 2530]",44
"[4143, 5847, 4174, 4646, 3928, 4663, 2220, 2530]",44
"[5847, 4646, 4174, 4143, 111, 2220, 3061, 3928]",44
"[4143, 5847, 4646, 3928, 3061, 4174, 2220, 4663]",44
"[4174, 5847, 4646, 4143, 3061, 111, 2220, 4663]",44
"[4143, 4174, 4646, 5847, 111, 3061, 2220, 4663]",44
"[5847, 4646, 4143, 4174, 3061, 695, 2530, 3928]",44
"[5847, 4646, 4143, 3928, 3061, 2530, 111, 695]",44
"[4143, 5847, 4174, 3928, 111, 4646, 2530, 4663]",44
"[4174, 4143, 5847, 111, 3061, 4646, 4663, 695]",44
"[4143, 5847, 4646, 4174, 3061, 111, 2220, 4663]",44
"[4646, 4143, 4174, 3928, 5847, 2530, 695, 111]",44
"[5847, 4143, 4646, 3928, 4174, 111, 2530, 695]",44
"[4143, 5847, 111, 4174, 4646, 3928, 2220, 3061]",44
"[5847, 4143, 4646, 3928, 111, 2530, 4174, 3061]",44
"[5847, 4143, 4646, 111, 3928, 2220, 4174, 2530]",44
"[5847, 4646, 4143, 3061, 3928, 111, 2220, 695]",44
"[4143, 4174, 5847, 111, 3928, 4646, 2530, 695]",43
"[4143, 4174, 4646, 5847, 695, 3061, 3928, 4663]",43
"[4646, 5847, 4143, 3928, 3061, 111, 2220, 2530]",43
"[5847, 4143, 4646, 111, 3061, 4174, 695, 4663]",43
"[4143, 4174, 4646, 5847, 3928, 695, 3061, 111]",43
"[5847, 4646, 4143, 4174, 3928, 695, 2220, 4663]",43
"[4174, 4646, 4143, 695, 4663, 5847, 3061, 111]",43
"[4174, 4143, 4646, 5847, 4663, 111, 695, 3928]",43
"[4143, 4646, 5847, 4174, 3928, 2220, 3061, 695]",43
"[4646, 5847, 4143, 695, 4174, 3928, 111, 2530]",43
"[5847, 4646, 4143, 3928, 695, 2530, 4174, 111]",43
"[4143, 5847, 111, 3061, 3928, 4646, 4663, 695]",43
"[4143, 4646, 5847, 4174, 3061, 2220, 3928, 111]",43
"[4143, 5847, 4174, 4663, 4646, 3928, 695, 3061]",43
"[4174, 4143, 4646, 5847, 2220, 3061, 3928, 111]",43
"[4646, 5847, 4174, 4143, 695, 111, 3928, 2530]",43
"[4174, 4143, 5847, 111, 4646, 695, 3061, 2220]",43
"[4646, 5847, 4143, 695, 3928, 4174, 2530, 4663]",43
"[4174, 4646, 5847, 4143, 695, 111, 3928, 3061]",43
"[4646, 4174, 4143, 5847, 695, 111, 2220, 3928]",43
"[4143, 4646, 5847, 4174, 3928, 4663, 3061, 2220]",43
"[4174, 5847, 4143, 111, 4646, 3928, 2530, 4663]",43
"[5847, 4143, 4646, 3061, 3928, 2530, 111, 4174]",43
"[4174, 4646, 4143, 5847, 3928, 695, 3061, 2530]",43
"[4143, 5847, 4646, 3928, 2530, 695, 4174, 111]",43
"[4143, 4174, 4646, 5847, 3061, 4663, 2220, 3928]",43
"[4174, 5847, 4143, 4646, 3061, 2220, 3928, 4663]",43
"[4143, 4174, 5847, 4646, 695, 111, 2220, 3928]",43
"[4174, 4143, 5847, 4646, 4663, 111, 3928, 2530]",43
"[4174, 4143, 4646, 5847, 3061, 2220, 3928, 111]",43
"[4646, 4143, 5847, 3928, 695, 4174, 2220, 3061]",43
"[5847, 4646, 4143, 111, 695, 3928, 4174, 2530]",43
"[5847, 4646, 4143, 2530, 4174, 3928, 3061, 695]",43
"[4143, 5847, 4174, 111, 4646, 3061, 3928, 695]",43
"[5847, 4143, 4646, 3061, 3928, 111, 2220, 695]",43
"[5847, 4174, 4143, 4646, 111, 695, 3061, 3928]",43
"[5847, 4646, 4174, 4143, 3061, 3928, 111, 2220]",43
"[5847, 4143, 4646, 3928, 4174, 695, 4663, 2530]",43
"[4646, 5847, 4143, 695, 4174, 3928, 3061, 111]",43
"[4646, 4143, 5847, 3061, 3928, 695, 111, 2530]",43
"[4174, 5847, 4143, 4646, 3061, 4663, 695, 111]",43
"[4143, 4174, 5847, 4646, 695, 4663, 2220, 111]",43
"[4143, 5847, 4174, 111, 2530, 3928, 4646, 3061]",43
"[4143, 5847, 4174, 4646, 3061, 4663, 695, 111]",43
"[4174, 4143, 5847, 4646, 111, 4663, 695, 2220]",43
"[5847, 4143, 4174, 4646, 111, 2220, 3928, 2530]",43
"[4646, 5847, 4174, 4143, 695, 3061, 3928, 3206]",43
"[4646, 5847, 4143, 4174, 3061, 695, 111, 3928]",42
"[4143, 4174, 5847, 111, 4646, 2220, 3928, 695]",42
"[4174, 4143, 5847, 4663, 4646, 695, 111, 2220]",42
"[4646, 5847, 4143, 695, 4174, 3928, 2530, 111]",42
"[4646, 5847, 4143, 4174, 695, 111, 4663, 2220]",42
"[5847, 4143, 4646, 3061, 111, 4174, 2220, 3928]",42
"[4143, 5847, 4174, 4646, 3928, 2530, 2220, 695]",42
"[4143, 5847, 4646, 3928, 2530, 4174, 111, 6419]",42
"[4174, 5847, 4646, 4143, 3928, 2530, 111, 3061]",42
"[5847, 4143, 4646, 111, 3928, 2530, 3061, 4174]",42
"[4143, 4174, 5847, 4646, 3061, 695, 111, 3928]",42
"[5847, 4143, 4174, 4646, 111, 3928, 3061, 2220]",42
"[4143, 4174, 5847, 111, 695, 4646, 4663, 2220]",42
"[4143, 5847, 4646, 4174, 695, 3061, 111, 4663]",42
"[5847, 4646, 4174, 4143, 3061, 2220, 3928, 111]",42
"[4646, 4143, 5847, 3928, 3061, 111, 2530, 695]",42
"[4143, 5847, 4646, 4174, 2530, 3928, 3061, 111]",42
"[4646, 4143, 5847, 3928, 2530, 4174, 111, 2220]",42
"[4143, 4646, 5847, 3928, 3061, 4663, 4174, 695]",42
"[5847, 4646, 4143, 3928, 3061, 4174, 111, 2220]",42
"[4646, 5847, 4143, 3928, 695, 4174, 2530, 111]",42
"[5847, 4143, 4646, 3061, 3928, 2530, 4174, 695]",42
"[4646, 4174, 4143, 5847, 695, 3928, 3061, 2530]",42
"[4143, 5847, 3061, 3928, 4646, 4174, 2220, 111]",42
"[5847, 4143, 4646, 3061, 3928, 111, 695, 4174]",42
"[4646, 4143, 5847, 3928, 4174, 695, 2530, 111]",42
"[4143, 5847, 4174, 3928, 2530, 4646, 3061, 111]",42
"[4174, 4143, 4646, 5847, 111, 2220, 3928, 2530]",42
"[4143, 4174, 4646, 5847, 3061, 3928, 2530, 4663]",42
"[4143, 4174, 5847, 4646, 4663, 2220, 3061, 3928]",42
"[5847, 4143, 4646, 4174, 2530, 3928, 111, 3061]",42
"[4143, 4174, 4646, 5847, 3061, 3928, 4663, 2530]",42
"[4646, 5847, 4143, 4174, 111, 3061, 3928, 2220]",42
"[4646, 4143, 5847, 3061, 3928, 111, 2530, 4174]",42
"[5847, 4646, 4143, 111, 4174, 3928, 3061, 695]",42
"[5847, 4174, 4143, 111, 3928, 4646, 3061, 4663]",42
"[4143, 4174, 5847, 3928, 4646, 2220, 4663, 3061]",42
"[5847, 4646, 4143, 4174, 111, 2530, 3061, 3928]",42
"[4143, 4646, 5847, 4174, 2530, 3928, 4663, 695]",42
"[4143, 4646, 5847, 4174, 695, 111, 4663, 3928]",42
"[5847, 4143, 4646, 3928, 3061, 4174, 111, 695]",42
"[5847, 4174, 4143, 4646, 111, 3061, 2220, 3928]",42
"[4174, 4646, 4143, 5847, 3928, 695, 111, 2220]",42
"[4143, 5847, 4174, 111, 4646, 3928, 695, 2220]",42
"[4174, 4143, 4646, 5847, 3928, 111, 3061, 4663]",42
"[5847, 4646, 4143, 111, 3928, 4174, 3061, 2220]",42
"[4143, 5847, 4646, 3061, 3928, 111, 4174, 695]",42
"[5847, 4646, 4143, 3061, 3928, 695, 2530, 4663]",42
"[5847, 4143, 4646, 111, 3928, 695, 2220, 4174]",42
"[4143, 4174, 4646, 5847, 3928, 695, 111, 2220]",42
"[5847, 4646, 4143, 3061, 695, 4174, 111, 3928]",42
"[4174, 4143, 5847, 4646, 695, 111, 4663, 3061]",42
"[4174, 4143, 5847, 4646, 695, 111, 3061, 2220]",42
"[4174, 4646, 4143, 5847, 695, 3061, 2220, 111]",42
"[4174, 4143, 5847, 4646, 4663, 2220, 3061, 111]",42
"[4646, 5847, 4143, 4174, 3928, 111, 2530, 695]",42
"[4143, 5847, 4646, 3061, 3928, 2530, 4174, 4663]",42
"[4646, 5847, 4174, 4143, 2530, 111, 3928, 3061]",42
"[4174, 4143, 4646, 5847, 111, 4663, 695, 2220]",42
"[4646, 5847, 4143, 4174, 2220, 3928, 111, 3061]",42
"[4646, 5847, 4143, 3928, 695, 2220, 4174, 3061]",41
"[4143, 4174, 4646, 5847, 111, 2220, 4663, 3061]",41
"[5847, 4646, 4174, 4143, 3061, 695, 2220, 3928]",41
"[5847, 4646, 3061, 4143, 3928, 111, 695, 4174]",41
"[4646, 4174, 5847, 4143, 111, 695, 3928, 3061]",41
"[4174, 5847, 4143, 111, 3061, 3928, 4646, 2220]",41
"[5847, 4143, 4646, 4174, 695, 2220, 4663, 3061]",41
"[4143, 5847, 4174, 4646, 111, 2220, 3928, 2530]",41
"[4646, 4143, 5847, 3061, 4174, 3928, 695, 2220]",41
"[4143, 4174, 4646, 5847, 2220, 3061, 4663, 3928]",41
"[4143, 5847, 4646, 4174, 3928, 2530, 695, 2220]",41
"[4143, 4174, 5847, 3928, 4646, 2530, 111, 4663]",41
"[5847, 4646, 4174, 4143, 3928, 3061, 4663, 695]",41
"[4174, 4143, 4646, 5847, 3061, 2220, 3928, 2530]",41
"[4646, 5847, 4143, 3928, 3061, 2220, 111, 2530]",41
"[5847, 4646, 4143, 3928, 4174, 2530, 695, 4663]",41
"[4143, 4174, 5847, 111, 4646, 695, 2220, 3061]",41
"[4143, 4646, 5847, 3928, 3061, 4174, 2220, 111]",41
"[5847, 4143, 4646, 4174, 111, 3928, 6419, 3061]",41
"[4174, 5847, 4143, 3061, 3928, 4646, 111, 4663]",41
"[4174, 4646, 4143, 5847, 3928, 695, 111, 2530]",41
"[4174, 4143, 111, 5847, 3928, 4646, 695, 4663]",41
"[5847, 4646, 4143, 4174, 3061, 111, 695, 2220]",41
"[5847, 4646, 4143, 3928, 4174, 2220, 695, 111]",41
"[5847, 4143, 4646, 3061, 3928, 111, 4174, 2530]",41
"[4143, 4174, 5847, 4663, 4646, 695, 3061, 111]",41
"[4174, 4646, 4143, 5847, 3928, 695, 4663, 2530]",41
"[4143, 5847, 3061, 3928, 4646, 4174, 111, 4663]",41
"[4143, 4174, 111, 5847, 4646, 3928, 695, 3061]",41
"[5847, 4143, 4646, 4174, 3061, 3928, 2530, 111]",41
"[4646, 5847, 4143, 695, 4174, 3928, 111, 2220]",41
"[4646, 5847, 4143, 4174, 695, 3061, 2220, 111]",41
"[4143, 4174, 5847, 4646, 695, 4663, 3061, 2220]",41
"[4174, 4143, 5847, 4646, 3928, 2530, 3061, 4663]",41
"[4646, 4143, 5847, 3061, 3928, 111, 2220, 2530]",41
"[4174, 5847, 4143, 4646, 3061, 111, 4663, 695]",41
"[4174, 4646, 4143, 695, 4663, 5847, 111, 2220]",41
"[5847, 4143, 4646, 4174, 695, 3061, 3928, 3206]",41
"[4646, 4174, 4143, 5847, 3928, 695, 2220, 111]",41
"[4143, 5847, 111, 3061, 3928, 4646, 4174, 695]",41
"[4174, 4143, 111, 3928, 5847, 4646, 695, 2530]",41
"[4646, 4143, 4174, 5847, 695, 3928, 111, 3061]",41
"[4646, 4143, 4174, 5847, 3928, 695, 2530, 3061]",41
"[4174, 4646, 4143, 5847, 695, 4663, 3061, 111]",41
"[4143, 4646, 5847, 3061, 3928, 4174, 2530, 695]",41
"[5847, 4143, 4174, 111, 4646, 3928, 2530, 3061]",41
"[4646, 4174, 4143, 5847, 3928, 695, 3061, 111]",41
"[4174, 4646, 4143, 5847, 695, 4663, 2220, 3928]",41
"[5847, 4646, 4143, 3061, 3928, 695, 4174, 4663]",41
"[4143, 5847, 4646, 3928, 2530, 4174, 695, 111]",41
"[4174, 4143, 5847, 4646, 2220, 695, 3928, 4663]",41
"[4174, 4143, 5847, 4646, 111, 2220, 695, 3061]",41
"[5847, 4646, 4143, 3061, 4174, 111, 2220, 695]",41
"[4174, 4143, 5847, 4646, 695, 111, 2220, 3928]",41
"[4143, 5847, 4646, 4174, 2530, 3928, 2220, 111]",41
"[5847, 4646, 4143, 3061, 3928, 2220, 695, 2530]",41
"[4646, 5847, 4143, 3061, 4174, 695, 2220, 111]",41
"[4174, 5847, 4646, 4143, 3061, 2220, 4663, 3928]",41
"[5847, 4646, 4143, 3928, 695, 2530, 4174, 3061]",40
"[4174, 4143, 5847, 4646, 3928, 2530, 4663, 3061]",40
"[4143, 4174, 5847, 111, 4663, 695, 4646, 3061]",40
"[4646, 5847, 4143, 3061, 3928, 4174, 695, 3206]",40
"[4143, 5847, 3061, 111, 3928, 4646, 4174, 4663]",40
"[4143, 4646, 5847, 3928, 3061, 4174, 2220, 4663]",40
"[4646, 5847, 4174, 4143, 3061, 2220, 3928, 111]",40
"[5847, 4143, 4646, 4174, 3928, 695, 2530, 111]",40
"[4646, 5847, 4143, 4174, 2220, 111, 3928, 2530]",40
"[4646, 4143, 4174, 5847, 3928, 695, 4663, 3061]",40
"[4143, 5847, 111, 4646, 3928, 3061, 4174, 2220]",40
"[5847, 4646, 4143, 695, 111, 3928, 4174, 2220]",40
"[5847, 4646, 4174, 4143, 3061, 695, 4663, 3928]",40
"[4646, 5847, 4143, 3928, 3061, 4174, 2530, 695]",40
"[4174, 5847, 4143, 4646, 3061, 695, 3928, 4663]",40
"[4174, 4143, 111, 4646, 5847, 695, 3928, 4663]",40
"[5847, 4646, 4143, 3928, 3061, 111, 2220, 2530]",40
"[4143, 5847, 4174, 4663, 3928, 4646, 2530, 695]",40
"[5847, 4646, 4143, 4174, 3928, 2530, 695, 4663]",40
"[4143, 4174, 5847, 4646, 111, 4663, 695, 2220]",40
"[4646, 5847, 4174, 4143, 3061, 3928, 695, 4663]",40
"[4143, 5847, 4174, 111, 3061, 4646, 695, 3928]",40
"[4174, 5847, 4143, 111, 4646, 3928, 2530, 3061]",40
"[4646, 5847, 4143, 3928, 4174, 2220, 695, 111]",40
"[5847, 4646, 4143, 3928, 2530, 3061, 111, 695]",40
"[5847, 4646, 4143, 3928, 3061, 4174, 111, 2530]",40
"[4174, 4143, 5847, 4646, 2220, 4663, 3928, 111]",40
"[4143, 4174, 5847, 4646, 3928, 3061, 695, 2530]",40
"[4174, 4143, 5847, 111, 4646, 3061, 3928, 2220]",40
"[5847, 4646, 4143, 3928, 2530, 4174, 695, 2220]",40
"[4143, 5847, 111, 3061, 4646, 3928, 4174, 2220]",40
"[4174, 4143, 5847, 4646, 2220, 111, 3928, 2530]",40
"[4143, 4174, 5847, 3928, 4646, 111, 3061, 695]",40
"[4174, 4143, 5847, 4646, 695, 111, 3928, 4663]",40
"[5847, 4143, 4646, 3061, 3928, 111, 4174, 695]",40
"[4143, 4646, 5847, 4174, 695, 2220, 111, 3928]",40
"[4174, 4143, 695, 111, 3928, 5847, 4646, 4663]",40
"[4174, 4143, 111, 3928, 4646, 695, 5847, 3061]",40
"[5847, 4143, 4646, 3928, 2220, 4174, 3061, 111]",40
"[4174, 4143, 4646, 5847, 3928, 3061, 4663, 2530]",40
"[4646, 5847, 4143, 4174, 3061, 3928, 2220, 695]",40
"[4143, 4646, 4174, 5847, 3928, 3061, 4663, 2220]",40
"[4143, 4174, 5847, 111, 4646, 4663, 3061, 2220]",40
"[4174, 4646, 5847, 4143, 3928, 2530, 4663, 3061]",40
"[4143, 4174, 5847, 111, 4646, 695, 2220, 3928]",40
"[5847, 4646, 4143, 4174, 695, 4663, 111, 3061]",40
"[5847, 4143, 4646, 4174, 695, 2220, 4663, 3928]",40
"[4646, 4143, 5847, 3061, 4174, 2220, 3928, 695]",40
"[4174, 4143, 5847, 111, 695, 4646, 3061, 3928]",40
"[4646, 5847, 4143, 3061, 695, 4174, 111, 3928]",40
"[4143, 5847, 4646, 3928, 695, 4174, 111, 2220]",40
"[4646, 5847, 4143, 3061, 3928, 695, 2220, 2530]",40
"[4143, 4174, 5847, 111, 3061, 3928, 4646, 4663]",40
"[4646, 4143, 4174, 5847, 3928, 695, 3061, 111]",40
"[5847, 4174, 4646, 4143, 111, 3928, 2530, 3061]",40
"[4143, 5847, 4646, 111, 4174, 2530, 3928, 695]",40
"[5847, 4143, 4646, 4174, 111, 2530, 3061, 3928]",40
"[4143, 4174, 5847, 4646, 695, 2220, 111, 3928]",40
"[5847, 4143, 4646, 4174, 695, 4663, 111, 3061]",39
"[4646, 5847, 4174, 4143, 3061, 695, 111, 2220]",39
"[5847, 4646, 4143, 3061, 3928, 111, 4174, 2530]",39
"[4174, 4646, 5847, 4143, 3061, 2220, 4663, 3928]",39
"[4143, 4174, 5847, 111, 4646, 2220, 3928, 2530]",39
"[5847, 4174, 4143, 111, 4646, 3928, 2530, 3061]",39
"[5847, 4646, 4143, 4174, 111, 3928, 695, 2530]",39
"[4143, 4646, 5847, 3928, 4174, 695, 2220, 2530]",39
"[4174, 5847, 4143, 4646, 3061, 111, 3928, 695]",39
"[5847, 4143, 4646, 3928, 111, 4174, 2530, 695]",39
"[5847, 4646, 4174, 4143, 111, 695, 3928, 2530]",39
"[4646, 5847, 4143, 695, 4174, 3928, 2220, 111]",39
"[4143, 4174, 5847, 3928, 111, 4646, 2530, 4663]",39
"[5847, 4646, 4143, 695, 3928, 2530, 4174, 3061]",39
"[4646, 5847, 4143, 695, 3928, 4174, 4663, 3061]",39
"[4174, 4646, 4143, 695, 5847, 111, 3928, 3061]",39
"[4143, 5847, 4174, 4646, 3928, 2530, 695, 111]",39
"[4174, 4646, 4143, 5847, 3928, 2530, 4663, 3061]",39
"[4143, 5847, 4174, 4646, 3061, 4663, 111, 3928]",39
"[4143, 4174, 5847, 4646, 3928, 2530, 111, 6419]",39
"[5847, 4646, 4174, 4143, 3061, 3928, 2220, 4663]",39
"[4174, 4143, 4646, 5847, 695, 3061, 2220, 3928]",39
"[4174, 4143, 111, 5847, 3928, 4646, 695, 2220]",39
"[4646, 5847, 4174, 4143, 695, 111, 3061, 4663]",39
"[4646, 5847, 4143, 4174, 3061, 3928, 111, 2530]",39
"[5847, 4143, 4646, 3061, 3928, 695, 2530, 4174]",39
"[4143, 5847, 4174, 4646, 3061, 3928, 111, 4663]",39
"[4143, 5847, 4174, 111, 4646, 2530, 3928, 2220]",39
"[4143, 4646, 5847, 3061, 3928, 2530, 4174, 4663]",39
"[4174, 4646, 4143, 695, 5847, 4663, 2220, 111]",39
"[4646, 5847, 4143, 4174, 695, 3928, 111, 2530]",39
"[4174, 4646, 4143, 5847, 695, 3061, 3928, 2530]",39
"[4143, 4174, 4646, 5847, 3061, 3928, 111, 695]",39
"[5847, 4646, 4143, 3928, 3061, 4174, 695, 2220]",39
"[4143, 5847, 4646, 3061, 3928, 111, 2220, 2530]",39
"[4143, 4646, 4174, 5847, 3928, 2220, 4663, 111]",39
"[4143, 4174, 111, 4646, 3928, 5847, 695, 3061]",39
"[4143, 5847, 4646, 4174, 111, 3061, 2530, 3928]",39
"[4143, 4174, 5847, 3928, 111, 4646, 3061, 2220]",39
"[5847, 4646, 4174, 4143, 3061, 695, 111, 2220]",39
"[4174, 4143, 5847, 4646, 111, 2220, 3928, 2530]",39
"[4646, 4143, 4174, 5847, 3928, 695, 2220, 111]",39
"[4646, 5847, 4174, 4143, 3061, 695, 2220, 3928]",39
