team,rank,match,redScore,redStdev,redRp,redWinChance,redRpChances,blueScore,blueStdev,blueRp,blueWinChance,blueRpChances
1108,8,63,1.59,8.1,0.08,0.0277,"{0: 0.0472, 1: 0.0, 2: 0.0, 3: 0.0277, 4: 0.0, 5: 0.0, 6: 0.0}",2.33,10.69,0.14,0.0472,"{0: 0.0277, 1: 0.0, 2: 0.0, 3: 0.0463, 4: 0.0009, 5: 0.0, 6: 0.0}"
1108,8,64,5.4,21.66,0.23,0.0704,"{0: 0.0045, 1: 0.0, 2: 0.0, 3: 0.0536, 4: 0.0168, 5: 0.0, 6: 0.0}",0.76,3.31,0.01,0.0045,"{0: 0.0704, 1: 0.0, 2: 0.0, 3: 0.0045, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,8,65,1.43,6.69,0.0,0.0,"{0: 0.0749, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",25.24,91.23,0.33,0.0749,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0001, 4: 0.0425, 5: 0.0323, 6: 0.0}"
1108,8,66,15.56,58.12,0.11,0.0112,"{0: 0.0047, 1: 0.059, 2: 0.0, 3: 0.0, 4: 0.0097, 5: 0.0015, 6: 0.0}",27.19,101.06,0.3,0.0637,"{0: 0.0014, 1: 0.0093, 2: 0.0005, 3: 0.0, 4: 0.0259, 5: 0.0378, 6: 0.0}"
1108,8,67,20.45,78.64,0.31,0.0736,"{0: 0.0013, 1: 0.0, 2: 0.0, 3: 0.0027, 4: 0.0568, 5: 0.0141, 6: 0.0}",3.26,12.29,0.0,0.0013,"{0: 0.0735, 1: 0.0001, 2: 0.0, 3: 0.0013, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,8,68,15.04,55.36,0.29,0.0741,"{0: 0.0007, 1: 0.0001, 2: 0.0, 3: 0.0036, 4: 0.0699, 5: 0.0006, 6: 0.0}",2.46,12.68,0.0,0.0008,"{0: 0.0725, 1: 0.0016, 2: 0.0, 3: 0.0006, 4: 0.0002, 5: 0.0, 6: 0.0}"
1108,8,69,16.2,60.96,0.29,0.0712,"{0: 0.0031, 1: 0.0006, 2: 0.0, 3: 0.0015, 4: 0.067, 5: 0.0027, 6: 0.0}",6.2,23.68,0.03,0.0037,"{0: 0.054, 1: 0.0172, 2: 0.0, 3: 0.0022, 4: 0.0015, 5: 0.0, 6: 0.0}"
1108,8,70,1.16,6.17,0.02,0.0053,"{0: 0.0696, 1: 0.0, 2: 0.0, 3: 0.0053, 4: 0.0, 5: 0.0, 6: 0.0}",5.94,24.12,0.23,0.0696,"{0: 0.0053, 1: 0.0, 2: 0.0, 3: 0.0469, 4: 0.0227, 5: 0.0, 6: 0.0}"
1108,8,71,0.81,3.83,0.0,0.0,"{0: 0.0749, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",26.81,95.6,0.34,0.0749,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0002, 4: 0.0352, 5: 0.0395, 6: 0.0}"
1108,3,52,0.99,11.13,0.01,0.0003,"{0: 0.0023, 1: 0.0061, 2: 0.0, 3: 0.0, 4: 0.0003, 5: 0.0, 6: 0.0}",1.67,18.16,0.03,0.0084,"{0: 0.0, 1: 0.0003, 2: 0.0, 3: 0.0, 4: 0.0084, 5: 0.0, 6: 0.0}"
1108,3,53,1.03,11.61,0.01,0.0,"{0: 0.0021, 1: 0.0066, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",1.38,15.13,0.03,0.0087,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0002, 4: 0.0085, 5: 0.0, 6: 0.0}"
1108,3,54,0.21,2.99,0.01,0.0038,"{0: 0.0049, 1: 0.0, 2: 0.0, 3: 0.0038, 4: 0.0, 5: 0.0, 6: 0.0}",0.24,4.18,0.01,0.0049,"{0: 0.0038, 1: 0.0, 2: 0.0, 3: 0.0048, 4: 0.0001, 5: 0.0, 6: 0.0}"
1108,3,55,0.35,4.72,0.0,0.0,"{0: 0.0084, 1: 0.0003, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",2.09,23.33,0.04,0.0087,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0001, 4: 0.0079, 5: 0.0007, 6: 0.0}"
1108,3,56,1.55,17.76,0.03,0.006,"{0: 0.001, 1: 0.0017, 2: 0.0, 3: 0.0, 4: 0.006, 5: 0.0, 6: 0.0}",1.15,13.86,0.01,0.0027,"{0: 0.0022, 1: 0.0038, 2: 0.0, 3: 0.0002, 4: 0.0024, 5: 0.0001, 6: 0.0}"
1108,3,57,0.18,2.53,0.02,0.0063,"{0: 0.0024, 1: 0.0, 2: 0.0, 3: 0.0063, 4: 0.0, 5: 0.0, 6: 0.0}",0.09,1.18,0.01,0.0024,"{0: 0.0063, 1: 0.0, 2: 0.0, 3: 0.0024, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,3,58,1.53,17.56,0.02,0.0049,"{0: 0.0007, 1: 0.0031, 2: 0.0, 3: 0.0003, 4: 0.0044, 5: 0.0002, 6: 0.0}",1.32,16.51,0.02,0.0038,"{0: 0.002, 1: 0.0029, 2: 0.0, 3: 0.0, 4: 0.0036, 5: 0.0002, 6: 0.0}"
1108,3,59,0.13,1.61,0.0,0.0013,"{0: 0.0074, 1: 0.0, 2: 0.0, 3: 0.0013, 4: 0.0, 5: 0.0, 6: 0.0}",0.34,4.04,0.02,0.0074,"{0: 0.0013, 1: 0.0, 2: 0.0, 3: 0.0074, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,3,60,2.07,23.43,0.04,0.0087,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0079, 5: 0.0008, 6: 0.0}",1.39,17.33,0.01,0.0,"{0: 0.0023, 1: 0.0063, 2: 0.0001, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,3,61,1.12,12.54,0.01,0.0003,"{0: 0.0018, 1: 0.0066, 2: 0.0, 3: 0.0, 4: 0.0003, 5: 0.0, 6: 0.0}",2.45,26.69,0.03,0.0084,"{0: 0.0, 1: 0.0003, 2: 0.0, 3: 0.0, 4: 0.0078, 5: 0.0006, 6: 0.0}"
1108,3,62,0.35,4.92,0.0,0.0004,"{0: 0.0079, 1: 0.0004, 2: 0.0, 3: 0.0003, 4: 0.0001, 5: 0.0, 6: 0.0}",2.52,28.95,0.04,0.0083,"{0: 0.0004, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0065, 5: 0.0018, 6: 0.0}"
1108,3,63,0.17,2.63,0.01,0.0033,"{0: 0.0054, 1: 0.0, 2: 0.0, 3: 0.0033, 4: 0.0, 5: 0.0, 6: 0.0}",0.27,3.75,0.02,0.0054,"{0: 0.0033, 1: 0.0, 2: 0.0, 3: 0.0053, 4: 0.0001, 5: 0.0, 6: 0.0}"
1108,3,64,0.59,7.13,0.03,0.0084,"{0: 0.0003, 1: 0.0, 2: 0.0, 3: 0.0069, 4: 0.0015, 5: 0.0, 6: 0.0}",0.09,1.21,0.0,0.0003,"{0: 0.0084, 1: 0.0, 2: 0.0, 3: 0.0003, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,3,65,0.16,2.03,0.0,0.0,"{0: 0.0087, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",3.03,33.73,0.04,0.0087,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0045, 5: 0.0042, 6: 0.0}"
1108,3,66,1.72,19.27,0.01,0.0005,"{0: 0.0004, 1: 0.0078, 2: 0.0, 3: 0.0, 4: 0.0005, 5: 0.0, 6: 0.0}",3.1,35.18,0.04,0.0082,"{0: 0.0001, 1: 0.0004, 2: 0.0, 3: 0.0, 4: 0.0047, 5: 0.0035, 6: 0.0}"
1108,3,67,2.42,27.92,0.04,0.0085,"{0: 0.0002, 1: 0.0, 2: 0.0, 3: 0.0006, 4: 0.0057, 5: 0.0022, 6: 0.0}",0.38,4.31,0.0,0.0002,"{0: 0.0085, 1: 0.0, 2: 0.0, 3: 0.0002, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,3,68,1.7,19.25,0.03,0.0085,"{0: 0.0002, 1: 0.0, 2: 0.0, 3: 0.0002, 4: 0.0081, 5: 0.0002, 6: 0.0}",0.24,4.87,0.0,0.0002,"{0: 0.0083, 1: 0.0002, 2: 0.0, 3: 0.0002, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,3,69,1.87,21.54,0.03,0.008,"{0: 0.0007, 1: 0.0, 2: 0.0, 3: 0.0001, 4: 0.0076, 5: 0.0003, 6: 0.0}",0.74,8.81,0.0,0.0007,"{0: 0.0056, 1: 0.0024, 2: 0.0, 3: 0.0004, 4: 0.0003, 5: 0.0, 6: 0.0}"
1108,3,70,0.12,2.11,0.0,0.0007,"{0: 0.008, 1: 0.0, 2: 0.0, 3: 0.0007, 4: 0.0, 5: 0.0, 6: 0.0}",0.68,8.24,0.03,0.008,"{0: 0.0007, 1: 0.0, 2: 0.0, 3: 0.0058, 4: 0.0022, 5: 0.0, 6: 0.0}"
1108,3,71,0.09,1.34,0.0,0.0,"{0: 0.0087, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",3.37,36.54,0.04,0.0087,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0018, 5: 0.0069, 6: 0.0}"
1108,15,52,0.19,5.13,0.0,0.0006,"{0: 0.0004, 1: 0.0004, 2: 0.0, 3: 0.0, 4: 0.0006, 5: 0.0, 6: 0.0}",0.24,6.77,0.0,0.0008,"{0: 0.0001, 1: 0.0005, 2: 0.0, 3: 0.0, 4: 0.0008, 5: 0.0, 6: 0.0}"
1108,15,53,0.22,5.93,0.01,0.0014,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0002, 4: 0.0012, 5: 0.0, 6: 0.0}",0.09,2.61,0.0,0.0,"{0: 0.0014, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,15,54,0.03,0.88,0.0,0.0004,"{0: 0.001, 1: 0.0, 2: 0.0, 3: 0.0004, 4: 0.0, 5: 0.0, 6: 0.0}",0.05,1.67,0.0,0.001,"{0: 0.0004, 1: 0.0, 2: 0.0, 3: 0.001, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,15,55,0.07,2.14,0.0,0.0001,"{0: 0.0012, 1: 0.0001, 2: 0.0, 3: 0.0001, 4: 0.0, 5: 0.0, 6: 0.0}",0.29,8.25,0.01,0.0013,"{0: 0.0001, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0013, 5: 0.0, 6: 0.0}"
1108,15,56,0.26,7.38,0.0,0.0011,"{0: 0.0001, 1: 0.0002, 2: 0.0, 3: 0.0, 4: 0.0011, 5: 0.0, 6: 0.0}",0.19,5.75,0.0,0.0003,"{0: 0.0005, 1: 0.0006, 2: 0.0, 3: 0.0, 4: 0.0003, 5: 0.0, 6: 0.0}"
1108,15,57,0.03,0.8,0.0,0.001,"{0: 0.0004, 1: 0.0, 2: 0.0, 3: 0.001, 4: 0.0, 5: 0.0, 6: 0.0}",0.02,0.56,0.0,0.0004,"{0: 0.001, 1: 0.0, 2: 0.0, 3: 0.0004, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,15,58,0.24,6.61,0.01,0.0014,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0014, 5: 0.0, 6: 0.0}",0.14,4.49,0.0,0.0,"{0: 0.0006, 1: 0.0008, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,15,59,0.02,0.59,0.0,0.0002,"{0: 0.0012, 1: 0.0, 2: 0.0, 3: 0.0002, 4: 0.0, 5: 0.0, 6: 0.0}",0.05,1.61,0.0,0.0012,"{0: 0.0002, 1: 0.0, 2: 0.0, 3: 0.0012, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,15,60,0.11,3.32,0.0,0.0,"{0: 0.0013, 1: 0.0001, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.46,12.73,0.01,0.0014,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0009, 5: 0.0005, 6: 0.0}"
1108,15,61,0.18,4.98,0.0,0.0,"{0: 0.0004, 1: 0.001, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.41,11.14,0.01,0.0014,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0013, 5: 0.0001, 6: 0.0}"
1108,15,62,0.06,2.06,0.0,0.0,"{0: 0.0013, 1: 0.0001, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.44,11.94,0.01,0.0014,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.001, 5: 0.0004, 6: 0.0}"
1108,15,63,0.03,1.1,0.0,0.0007,"{0: 0.0007, 1: 0.0, 2: 0.0, 3: 0.0007, 4: 0.0, 5: 0.0, 6: 0.0}",0.05,1.67,0.0,0.0007,"{0: 0.0007, 1: 0.0, 2: 0.0, 3: 0.0007, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,15,64,0.08,2.46,0.0,0.0012,"{0: 0.0002, 1: 0.0, 2: 0.0, 3: 0.0011, 4: 0.0001, 5: 0.0, 6: 0.0}",0.02,0.63,0.0,0.0002,"{0: 0.0012, 1: 0.0, 2: 0.0, 3: 0.0002, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,15,65,0.03,1.07,0.0,0.0,"{0: 0.0014, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.31,9.31,0.01,0.0014,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0004, 4: 0.001, 5: 0.0, 6: 0.0}"
1108,15,66,0.32,8.75,0.0,0.0,"{0: 0.0001, 1: 0.0013, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.62,16.76,0.01,0.0014,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0001, 5: 0.0013, 6: 0.0}"
1108,15,67,0.43,11.98,0.01,0.0014,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0009, 5: 0.0005, 6: 0.0}",0.07,1.85,0.0,0.0,"{0: 0.0014, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,15,68,0.29,7.93,0.01,0.0014,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0014, 5: 0.0, 6: 0.0}",0.07,2.03,0.0,0.0,"{0: 0.0013, 1: 0.0001, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,15,69,0.2,6.62,0.0,0.0009,"{0: 0.0003, 1: 0.0002, 2: 0.0, 3: 0.0, 4: 0.0009, 5: 0.0, 6: 0.0}",0.14,3.84,0.0,0.0005,"{0: 0.0006, 1: 0.0003, 2: 0.0, 3: 0.0003, 4: 0.0002, 5: 0.0, 6: 0.0}"
1108,15,70,0.02,0.86,0.0,0.0001,"{0: 0.0013, 1: 0.0, 2: 0.0, 3: 0.0001, 4: 0.0, 5: 0.0, 6: 0.0}",0.1,2.96,0.0,0.0013,"{0: 0.0001, 1: 0.0, 2: 0.0, 3: 0.0011, 4: 0.0002, 5: 0.0, 6: 0.0}"
1108,15,71,0.01,0.48,0.0,0.0,"{0: 0.0014, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.44,12.01,0.01,0.0014,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0013, 5: 0.0001, 6: 0.0}"
1108,2,52,0.08,3.51,0.0,0.0002,"{0: 0.0003, 1: 0.0001, 2: 0.0, 3: 0.0, 4: 0.0002, 5: 0.0, 6: 0.0}",0.1,4.19,0.0,0.0004,"{0: 0.0, 1: 0.0002, 2: 0.0, 3: 0.0, 4: 0.0004, 5: 0.0, 6: 0.0}"
1108,2,53,0.07,2.9,0.0,0.0,"{0: 0.0002, 1: 0.0004, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.1,4.27,0.0,0.0006,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0006, 5: 0.0, 6: 0.0}"
1108,2,54,0.02,0.75,0.0,0.0003,"{0: 0.0003, 1: 0.0, 2: 0.0, 3: 0.0003, 4: 0.0, 5: 0.0, 6: 0.0}",0.0,0.96,0.0,0.0003,"{0: 0.0003, 1: 0.0, 2: 0.0, 3: 0.0003, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,2,55,0.02,1.18,0.0,0.0,"{0: 0.0006, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.15,6.64,0.0,0.0006,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0005, 5: 0.0001, 6: 0.0}"
1108,2,56,0.12,5.21,0.0,0.0004,"{0: 0.0, 1: 0.0002, 2: 0.0, 3: 0.0, 4: 0.0004, 5: 0.0, 6: 0.0}",0.09,3.95,0.0,0.0002,"{0: 0.0, 1: 0.0004, 2: 0.0, 3: 0.0, 4: 0.0002, 5: 0.0, 6: 0.0}"
1108,2,57,0.02,0.71,0.0,0.0003,"{0: 0.0003, 1: 0.0, 2: 0.0, 3: 0.0003, 4: 0.0, 5: 0.0, 6: 0.0}",0.01,0.41,0.0,0.0003,"{0: 0.0003, 1: 0.0, 2: 0.0, 3: 0.0003, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,2,58,0.09,3.82,0.0,0.0003,"{0: 0.0002, 1: 0.0001, 2: 0.0, 3: 0.0, 4: 0.0003, 5: 0.0, 6: 0.0}",0.09,4.12,0.0,0.0003,"{0: 0.0001, 1: 0.0002, 2: 0.0, 3: 0.0, 4: 0.0003, 5: 0.0, 6: 0.0}"
1108,2,59,0.01,0.37,0.0,0.0,"{0: 0.0006, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.02,1.02,0.0,0.0006,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0006, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,2,60,0.2,8.5,0.0,0.0006,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0003, 5: 0.0003, 6: 0.0}",0.17,7.21,0.0,0.0,"{0: 0.0, 1: 0.0005, 2: 0.0001, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,2,61,0.08,3.5,0.0,0.0001,"{0: 0.0001, 1: 0.0004, 2: 0.0, 3: 0.0, 4: 0.0001, 5: 0.0, 6: 0.0}",0.15,6.5,0.0,0.0005,"{0: 0.0001, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0005, 5: 0.0, 6: 0.0}"
1108,2,62,0.05,2.16,0.0,0.0,"{0: 0.0004, 1: 0.0002, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.15,6.37,0.0,0.0006,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0005, 5: 0.0001, 6: 0.0}"
1108,2,63,0.02,0.68,0.0,0.0002,"{0: 0.0004, 1: 0.0, 2: 0.0, 3: 0.0002, 4: 0.0, 5: 0.0, 6: 0.0}",0.02,0.93,0.0,0.0004,"{0: 0.0002, 1: 0.0, 2: 0.0, 3: 0.0004, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,2,64,0.06,2.57,0.0,0.0006,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0002, 4: 0.0004, 5: 0.0, 6: 0.0}",0.01,0.29,0.0,0.0,"{0: 0.0006, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,2,65,0.01,0.69,0.0,0.0,"{0: 0.0006, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.25,10.44,0.0,0.0006,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0006, 6: 0.0}"
1108,2,66,0.12,5.05,0.0,0.0,"{0: 0.0, 1: 0.0006, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.22,9.38,0.0,0.0006,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0003, 5: 0.0003, 6: 0.0}"
1108,2,67,0.18,7.86,0.0,0.0006,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0004, 5: 0.0002, 6: 0.0}",0.03,1.11,0.0,0.0,"{0: 0.0006, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,2,68,0.13,5.54,0.0,0.0006,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0006, 5: 0.0, 6: 0.0}",0.02,0.98,0.0,0.0,"{0: 0.0006, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,2,69,0.1,4.51,0.0,0.0005,"{0: 0.0001, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0005, 5: 0.0, 6: 0.0}",0.06,2.64,0.0,0.0001,"{0: 0.0004, 1: 0.0001, 2: 0.0, 3: 0.0, 4: 0.0001, 5: 0.0, 6: 0.0}"
1108,2,70,0.01,0.71,0.0,0.0,"{0: 0.0006, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.04,1.69,0.0,0.0006,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0006, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,2,71,0.01,0.36,0.0,0.0,"{0: 0.0006, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.22,8.87,0.0,0.0006,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0003, 5: 0.0003, 6: 0.0}"
1108,16,52,0.02,1.6,0.0,0.0001,"{0: 0.0001, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0001, 5: 0.0, 6: 0.0}",0.03,2.26,0.0,0.0001,"{0: 0.0, 1: 0.0001, 2: 0.0, 3: 0.0, 4: 0.0001, 5: 0.0, 6: 0.0}"
1108,16,53,0.02,1.72,0.0,0.0002,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0002, 5: 0.0, 6: 0.0}",0.02,1.5,0.0,0.0,"{0: 0.0001, 1: 0.0001, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,16,54,0.0,0.3,0.0,0.0001,"{0: 0.0001, 1: 0.0, 2: 0.0, 3: 0.0001, 4: 0.0, 5: 0.0, 6: 0.0}",0.01,0.85,0.0,0.0001,"{0: 0.0001, 1: 0.0, 2: 0.0, 3: 0.0001, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,16,55,0.01,0.6,0.0,0.0,"{0: 0.0002, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.04,3.02,0.0,0.0002,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0002, 5: 0.0, 6: 0.0}"
1108,16,56,0.04,2.62,0.0,0.0,"{0: 0.0, 1: 0.0002, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.06,4.33,0.0,0.0002,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0002, 5: 0.0, 6: 0.0}"
1108,16,57,0.0,0.24,0.0,0.0002,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0002, 4: 0.0, 5: 0.0, 6: 0.0}",-0.0,0.01,0.0,0.0,"{0: 0.0002, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,16,58,0.04,3.17,0.0,0.0001,"{0: 0.0, 1: 0.0001, 2: 0.0, 3: 0.0, 4: 0.0001, 5: 0.0, 6: 0.0}",0.03,2.12,0.0,0.0001,"{0: 0.0, 1: 0.0001, 2: 0.0, 3: 0.0, 4: 0.0001, 5: 0.0, 6: 0.0}"
1108,16,59,0.0,0.19,0.0,0.0,"{0: 0.0002, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.01,0.47,0.0,0.0002,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0002, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,16,60,0.03,2.08,0.0,0.0,"{0: 0.0, 1: 0.0002, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.06,4.57,0.0,0.0002,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0001, 5: 0.0001, 6: 0.0}"
1108,16,61,0.02,1.74,0.0,0.0,"{0: 0.0001, 1: 0.0001, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.04,2.73,0.0,0.0002,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0002, 5: 0.0, 6: 0.0}"
1108,16,62,0.01,0.53,0.0,0.0,"{0: 0.0002, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.05,3.33,0.0,0.0002,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0002, 5: 0.0, 6: 0.0}"
1108,16,63,0.01,0.46,0.0,0.0001,"{0: 0.0001, 1: 0.0, 2: 0.0, 3: 0.0001, 4: 0.0, 5: 0.0, 6: 0.0}",0.0,0.3,0.0,0.0001,"{0: 0.0001, 1: 0.0, 2: 0.0, 3: 0.0001, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,16,64,0.02,2.1,0.0,0.0002,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0001, 4: 0.0001, 5: 0.0, 6: 0.0}",0.0,0.16,0.0,0.0,"{0: 0.0002, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,16,65,0.0,0.31,0.0,0.0002,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0002, 4: 0.0, 5: 0.0, 6: 0.0}",-0.0,0.21,0.0,0.0,"{0: 0.0002, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,16,66,0.04,3.01,0.0,0.0,"{0: 0.0, 1: 0.0002, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}",0.1,6.9,0.0,0.0002,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0002, 6: 0.0}"
1108,16,67,0.05,3.78,0.0,0.0002,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0002, 5: 0.0, 6: 0.0}",0.01,0.75,0.0,0.0,"{0: 0.0002, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
1108,16,68,0.04,3.1,0.0,0.0002,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0002, 5: 0.0, 6: 0.0}",0.01,0.42,0.0,0.0,"{0: 0.0002, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
